keyword,n_postings,median_pay,mean_pay,vs_overall_pct,p_value,cliffs_delta,effect,significant_fdr
store,1080,80.0,372.39074074074074,-19.999999999999996,7.858446749820385e-05,-0.0696318282957481,negligible,True
ebook,190,80.0,191.23157894736843,-19.999999999999996,0.6400782242904102,-0.01957418747444628,negligible,False
update,590,80.0,254.43050847457627,-19.999999999999996,0.24767052105584753,-0.027515191893004887,negligible,False
console,477,80.0,209.12788259958072,-19.999999999999996,0.008222949405495377,-0.0699184579394645,negligible,True
lead,1356,80.0,460.5759587020649,-19.999999999999996,1.359968359787913e-07,-0.08305957270878972,negligible,True
publish,229,80.0,123.92576419213974,-19.999999999999996,0.003276177464072172,-0.11214610146647486,negligible,True
speed,219,80.0,173.51141552511416,-19.999999999999996,0.09751698495202706,-0.06461792270762934,negligible,False
writing,712,80.0,445.37359550561797,-19.999999999999996,0.8384771154028888,-0.004419188125521001,negligible,False
how,297,80.0,486.6969696969697,-19.999999999999996,0.6304859818365404,-0.01611463867046059,negligible,False
portfolio,191,80.0,263.4921465968586,-19.999999999999996,0.22354483668273684,-0.05081828599705296,negligible,False
ugc,594,80.0,306.6380471380471,-19.999999999999996,0.08439419290153832,-0.040937306814594177,negligible,False
top,192,80.0,306.7760416666667,-19.999999999999996,0.21849636257108362,-0.05124344899304778,negligible,False
mystery,172,80.0,211.34302325581396,-19.999999999999996,0.19149648030983923,-0.05746247654889591,negligible,False
sports,223,80.0,489.8744394618834,-19.999999999999996,0.5083212750003172,0.025562605415447637,negligible,False
actor,214,80.0,364.04672897196264,-19.999999999999996,0.7950618295896876,-0.010246555681096337,negligible,False
access,162,77.5,230.37037037037038,-22.499999999999996,0.5622062756639516,-0.02627101416286215,negligible,False
tasks,160,77.5,244.33125,-22.499999999999996,0.04312142970008752,-0.09224879995750357,negligible,False
manual,150,77.5,199.30666666666667,-22.499999999999996,0.0601569201027467,-0.08853884322002514,negligible,False
single,156,77.5,172.92307692307693,-22.499999999999996,0.06444296327137129,-0.08541136342196609,negligible,False
more,157,77.0,1164.783439490446,-23.0,0.38006018766607585,0.040416429254348296,negligible,False
brochure,248,75.0,194.35887096774192,-25.0,0.08456371980254193,-0.0632153490710129,negligible,False
server,387,75.0,469.99741602067184,-25.0,0.06866751541551414,-0.05345174048910695,negligible,False
research,1187,75.0,294.82645324347095,-25.0,2.388174106381289e-06,-0.07939263959850829,negligible,True
data,2681,75.0,438.5035434539351,-25.0,2.082550491897615e-07,-0.05856957907642002,negligible,True
amazon,1080,75.0,367.6212962962963,-25.0,7.538554345994767e-06,-0.07896311634411513,negligible,True
generation,1087,75.0,343.61821527138915,-25.0,1.0908070073374838e-08,-0.1004738744687923,negligible,True
resume,264,75.0,123.4090909090909,-25.0,8.81098968086992e-05,-0.1393028759184346,negligible,True
write,744,75.0,283.63709677419354,-25.0,0.005067884146168614,-0.05945412688026863,negligible,True
python,975,75.0,350.7117948717949,-25.0,0.0067567018212670886,-0.050244000329467076,negligible,True
google,2611,75.0,261.9915741095366,-25.0,2.40175351778526e-09,-0.06819502331819516,negligible,True
only,603,75.0,600.1111111111111,-25.0,0.020520737566443504,-0.05454632127912151,negligible,True
javascript,200,75.0,229.225,-25.0,0.16111740189426993,-0.05717847654929242,negligible,False
graphic,2020,75.0,315.32722772277225,-25.0,4.878444503438042e-07,-0.06517281228829941,negligible,True
presentation,510,75.0,201.23921568627452,-25.0,0.04655098833516333,-0.05093403580595712,negligible,False
scraping,380,75.0,239.42894736842106,-25.0,0.004944096524594119,-0.08327269967338302,negligible,True
connect,168,72.5,526.2261904761905,-27.500000000000004,0.24123871997266766,-0.05216482683459023,negligible,False
code,595,70.0,380.53613445378153,-30.000000000000004,0.00030332178791689374,-0.08562200678492715,negligible,True
article,474,70.0,208.50632911392404,-30.000000000000004,1.074128390378801e-06,-0.12944919476870465,negligible,True
form,736,70.0,276.01222826086956,-30.000000000000004,0.0003752144752204739,-0.07585887685471204,negligible,True
cad,231,70.0,516.2380952380952,-30.000000000000004,0.09575745697324599,-0.06325386358528784,negligible,False
create,3795,70.0,295.8679841897233,-30.000000000000004,5.232359500296899e-10,-0.0592284426511448,negligible,True
review,769,70.0,166.32379713914173,-30.000000000000004,3.1092890498505267e-13,-0.15210738500172138,small,True
powerpoint,348,67.5,183.47988505747125,-32.49999999999999,0.0011463451012006644,-0.10066253503860567,negligible,True
proofreader,153,66.0,276.48366013071893,-34.0,0.008834358451192903,-0.1221238114485691,negligible,True
german,409,65.0,401.22738386308066,-35.0,0.004534291460143491,-0.08106947660035813,negligible,True
editor,3699,65.0,341.77777777777777,-35.0,1.0512614551762163e-12,-0.06876171773534401,negligible,True
setup,813,65.0,187.74415744157443,-35.0,7.10456800191375e-06,-0.09114884946651192,negligible,True
letter,161,65.0,185.54037267080744,-35.0,0.012274849416860011,-0.1138608216473439,negligible,True
layout,212,60.0,163.47169811320754,-40.0,0.015560476059602039,-0.09587686897102443,negligible,True
power,258,60.0,450.72093023255815,-40.0,0.14509236950179247,-0.052361196698273216,negligible,False
name,161,60.0,178.22981366459626,-40.0,0.036337951106593144,-0.09517220023418071,negligible,False
italian,280,60.0,231.18214285714285,-40.0,0.005770046435080136,-0.09523506773547874,negligible,True
etsy,154,60.0,185.67532467532467,-40.0,0.003943037653980864,-0.13401368187919105,negligible,True
the,2573,60.0,421.61329187718616,-40.0,2.058992956696174e-11,-0.07714332746938823,negligible,True
print,216,60.0,408.3333333333333,-40.0,0.03525675718446824,-0.0826706892574619,negligible,True
specific,155,60.0,226.04516129032257,-40.0,0.06765281430547737,-0.08467625874623741,negligible,False
video,6871,60.0,335.0679668170572,-40.0,8.890150409521503e-38,-0.09250829173125752,negligible,True
dutch,150,60.0,316.70666666666665,-40.0,0.16094473741816462,-0.06603530793865364,negligible,False
documentary,163,60.0,271.39263803680984,-40.0,0.7551946930233091,-0.014090013517407685,negligible,False
hours,180,60.0,252.32777777777778,-40.0,0.06551854069895224,-0.0792046458265585,negligible,False
websites,247,60.0,709.1497975708502,-40.0,0.10775099235589432,-0.059067581114199075,negligible,False
you,316,60.0,519.6930379746835,-40.0,0.0006688644118579164,-0.11050170834890904,negligible,True
information,224,60.0,375.70535714285717,-40.0,0.001813093690858064,-0.12027799753958823,negligible,True
instagram,1020,57.5,286.7,-42.50000000000001,8.54627970271087e-09,-0.10443734642139535,negligible,True
articles,282,57.5,434.3262411347518,-42.50000000000001,0.01930950022576697,-0.08042293842069648,negligible,True
japanese,227,55.0,357.295154185022,-44.99999999999999,0.05988606270235111,-0.07207546684686372,negligible,False
translation,1020,54.5,558.6519607843137,-45.49999999999999,0.00010354473283812381,-0.07042179884718192,negligible,True
account,948,52.5,377.4367088607595,-47.5,3.7272734024241163e-08,-0.1035180588536897,negligible,True
files,262,50.0,122.25954198473282,-50.0,1.2817562520253833e-11,-0.24144674220730988,small,True
profile,307,50.0,328.6612377850163,-50.0,1.0648300224485478e-11,-0.2239809472713743,small,True
speaker,205,50.0,335.98536585365855,-50.0,0.007404468040659078,-0.10793579296119205,negligible,True
play,456,50.0,112.0548245614035,-50.0,1.3453548214733138e-09,-0.16401163564169996,small,True
clean,163,50.0,221.11656441717793,-50.0,0.03947879068190796,-0.09305270325591597,negligible,False
testing,380,50.0,249.30263157894737,-50.0,3.46103591225205e-13,-0.2155437907105041,small,True
usa,431,50.0,478.877030162413,-50.0,2.130952494429323e-08,-0.15585579420429685,small,True
shirt,203,50.0,126.57142857142857,-50.0,5.754887931549785e-13,-0.29185812285950397,small,True
proofreading,257,50.0,296.6575875486381,-50.0,1.9581598225916305e-05,-0.15372702354773793,small,True
pixel,151,50.0,431.5960264900662,-50.0,0.0003304984839134645,-0.16855026003782325,small,True
tester,215,50.0,255.0418604651163,-50.0,5.313676231224811e-10,-0.24438881924500033,small,True
images,500,50.0,206.168,-50.0,5.493825270290275e-16,-0.209335019379845,small,True
add,620,50.0,168.21774193548387,-50.0,5.449474392605442e-18,-0.20072184405804427,small,True
short,1286,50.0,279.0894245723173,-50.0,1.8376716686112733e-15,-0.128632567608982,negligible,True
youtube,4146,50.0,323.4464544138929,-50.0,9.587599667891919e-48,-0.13264287460480018,negligible,True
convert,541,50.0,186.64510166358596,-50.0,1.0742957011357673e-14,-0.1920948370971849,small,True
logo,3431,50.0,157.80122413290587,-50.0,1.4659434335464824e-113,-0.22668289469538805,small,True
who,700,50.0,351.84285714285716,-50.0,1.3340002500268282e-05,-0.09520206465513648,negligible,True
leads,375,50.0,305.112,-50.0,2.019999975816111e-08,-0.16731905448609374,small,True
formatting,167,50.0,187.34730538922156,-50.0,0.0004229300388398547,-0.1573923072621236,small,True
companies,217,50.0,231.5852534562212,-50.0,3.482117243686277e-05,-0.16216322851040266,small,True
cover,398,50.0,125.39195979899498,-50.0,7.617284248494172e-12,-0.19819599457901504,small,True
this,176,50.0,451.4886363636364,-50.0,0.008244176717704343,-0.11489977645665361,negligible,True
emails,221,50.0,145.49321266968326,-50.0,4.5538072570763275e-08,-0.21226481276204268,small,True
arabic,372,50.0,284.1666666666667,-50.0,0.0003469330175378435,-0.10712108063787773,negligible,True
script,1268,50.0,181.79574132492112,-50.0,9.943798888423773e-24,-0.16359260028501788,small,True
male,325,50.0,295.56,-50.0,0.0016991439460562264,-0.10051489164990712,negligible,True
sourcing,236,50.0,254.42796610169492,-50.0,2.3494605080109762e-08,-0.2097876179317919,small,True
channel,2074,50.0,364.8606557377049,-50.0,5.773507700885512e-12,-0.08804215829204332,negligible,True
body,240,50.0,170.75,-50.0,1.440608907318561e-23,-0.3727600056733199,medium,True
second,177,50.0,190.80790960451978,-50.0,0.0058805098279472575,-0.11945290969324451,negligible,True
photos,273,50.0,323.8791208791209,-50.0,1.7371678828012409e-06,-0.16706161415654608,small,True
different,159,50.0,158.47798742138366,-50.0,0.0006411522946200913,-0.1561833222825707,small,True
improve,232,50.0,215.68965517241378,-50.0,0.024109190171389377,-0.08545803522156281,negligible,True
word,507,50.0,297.7869822485207,-50.0,3.824211149643818e-05,-0.10569689404694982,negligible,True
sheet,257,50.0,124.21789883268482,-50.0,2.2513625554734098e-12,-0.25268329301683623,small,True
posts,269,50.0,358.9925650557621,-50.0,1.0682364039915152e-06,-0.17170214291503216,small,True
transfer,165,50.0,246.15757575757576,-50.0,0.041728554428496864,-0.0914571864060374,negligible,False
type,263,50.0,97.14828897338403,-50.0,8.656167984693679e-26,-0.37371910238633266,medium,True
editing,1084,50.0,399.190036900369,-50.0,2.959321675971308e-20,-0.16229592594999198,small,True
phone,239,50.0,436.1673640167364,-50.0,0.0002236493718105996,-0.1377841269208716,negligible,True
issues,166,50.0,86.36746987951807,-50.0,2.2333064716542866e-08,-0.25044902626809484,small,True
domain,186,50.0,233.252688172043,-50.0,1.7866077753868278e-06,-0.20207089386493604,small,True
linkedin,575,50.0,279.8434782608696,-50.0,4.0791638446946104e-10,-0.15069902379738898,small,True
reels,293,50.0,177.12627986348122,-50.0,2.5264683103930245e-06,-0.15871597558460993,small,True
female,414,50.0,243.4951690821256,-50.0,1.589344856410754e-05,-0.1225271208891201,negligible,True
french,476,50.0,275.33613445378154,-50.0,1.1617593092051868e-08,-0.15109827180576785,small,True
have,254,50.0,292.3897637795276,-50.0,1.9430120403105457e-05,-0.1546926412171723,small,True
crime,173,50.0,527.7630057803468,-50.0,0.029880396133615754,-0.09526289362136398,negligible,True
videos,1377,50.0,318.84531590413945,-50.0,1.3715167840766108e-11,-0.10573758666676092,negligible,True
two,255,50.0,209.8078431372549,-50.0,4.939987786796155e-05,-0.14669522821777858,negligible,True
entry,901,50.0,422.5083240843507,-50.0,5.1321456102578124e-21,-0.18144608618211766,small,True
document,426,50.0,244.55633802816902,-50.0,1.223977341691072e-09,-0.17008872151265952,small,True
tiktok,753,50.0,425.2430278884462,-50.0,8.751239282790184e-05,-0.08271326691279035,negligible,True
sheets,190,50.0,141.84736842105264,-50.0,5.462317246781654e-08,-0.22753916232320825,small,True
illustration,219,50.0,209.87214611872147,-50.0,0.0022254278444562817,-0.11926634075491549,negligible,True
one,533,50.0,159.6172607879925,-50.0,4.853984106153614e-17,-0.21005814534124456,small,True
list,809,50.0,174.27812113720643,-50.0,7.4822579283785915e-34,-0.24681464207034787,small,True
language,373,50.0,269.4906166219839,-50.0,5.246548282232261e-06,-0.13619954239813203,negligible,True
css,276,50.0,197.36231884057972,-50.0,1.059715689997481e-06,-0.16957148933874056,small,True
html,433,50.0,147.22863741339492,-50.0,1.763457706710836e-13,-0.20448579084953078,small,True
changes,205,50.0,242.7219512195122,-50.0,8.103933682184803e-08,-0.21622008484669675,small,True
over,701,50.0,286.80456490727533,-50.0,3.5056694157960575e-05,-0.09040615390264017,negligible,True
excel,769,50.0,180.00910273081925,-50.0,2.6024086362779897e-31,-0.24286714871884862,small,True
out,227,50.0,402.14977973568284,-50.0,0.05056836425701354,-0.07489334005047965,negligible,False
scrape,227,50.0,189.5066079295154,-50.0,4.111160742364856e-06,-0.17642023630040382,small,True
post,534,50.0,441.88576779026215,-50.0,3.765466662754246e-07,-0.12707306612845204,negligible,True
some,295,50.0,235.47118644067797,-50.0,1.1793959290391248e-09,-0.20446645130505703,small,True
promotion,165,50.0,251.84242424242424,-50.0,0.011146380236925858,-0.11399844491671163,negligible,True
into,869,50.0,226.4971231300345,-50.0,8.575229065910923e-17,-0.16345116521975978,small,True
canva,307,50.0,153.4299674267101,-50.0,5.932676523414876e-13,-0.23731158104525996,small,True
listing,337,50.0,417.62314540059344,-50.0,2.3165470615562788e-11,-0.21025865801462718,small,True
apps,277,50.0,275.6750902527076,-50.0,0.0015952275441140412,-0.10949018809439082,negligible,True
chinese,266,50.0,523.8496240601504,-50.0,0.35635472788718425,-0.03264336829312875,negligible,False
assistance,425,50.0,361.3929411764706,-50.0,5.23248063047211e-07,-0.14059885654927096,negligible,True
spreadsheet,166,50.0,97.62048192771084,-50.0,1.1240684143833368e-06,-0.21801460092885383,small,True
reviews,182,50.0,438.4010989010989,-50.0,0.00020468487415236603,-0.15881061764744286,small,True
about,464,50.0,343.82758620689657,-50.0,0.0016774406703699344,-0.08427985329598098,negligible,True
audio,366,50.0,387.2896174863388,-50.0,6.515402204783169e-08,-0.16313084010771273,small,True
story,198,50.0,421.3131313131313,-50.0,0.12948974495725069,-0.06217346041181948,negligible,False
card,313,50.0,193.58785942492014,-50.0,2.0153043259871766e-06,-0.1550749593725762,small,True
template,628,50.0,160.3312101910828,-50.0,5.748769771225061e-09,-0.13438328076217287,negligible,True
blog,639,50.0,261.88419405320815,-50.0,6.560085498254053e-10,-0.14129117041557882,negligible,True
text,466,50.0,256.7618025751073,-50.0,3.167957926634542e-17,-0.22590667260624764,small,True
label,194,50.0,177.8298969072165,-50.0,0.005373047386171382,-0.11532663186398417,negligible,True
elementor,398,50.0,193.07035175879398,-50.0,3.1767723450766015e-09,-0.17146111431181943,small,True
consultation,197,50.0,242.83756345177665,-50.0,8.019662351927432e-06,-0.18355143002908314,small,True
email,1330,50.0,409.67293233082705,-50.0,1.9425033931996983e-13,-0.11698228889402695,negligible,True
translator,442,50.0,417.57466063348414,-50.0,3.3096770915898444e-07,-0.14027938484546953,negligible,True
from,2752,50.0,332.9905523255814,-50.0,5.378600721013281e-66,-0.19111674657714117,small,True
accounts,218,50.0,220.87614678899084,-50.0,0.0011712269517379287,-0.12686451330450843,negligible,True
drawing,220,45.0,137.50454545454545,-55.00000000000001,1.2500905920679266e-08,-0.22149446096814518,small,True
earn,160,45.0,811.64375,-55.00000000000001,0.0013959675787641945,-0.14574783009261505,negligible,True
voice,1145,42.0,243.54497816593886,-58.00000000000001,8.956466875388082e-24,-0.1722186799878419,small,True
find,531,42.0,288.0075329566855,-58.00000000000001,9.927252444128841e-20,-0.2279874300074476,small,True
portuguese,252,40.0,323.86507936507934,-60.0,2.443181711377225e-07,-0.18768789190252355,small,True
words,447,40.0,191.55480984340045,-60.0,8.086007550239076e-23,-0.26870610330544686,small,True
shorts,161,40.0,187.73291925465838,-60.0,3.694939440158125e-06,-0.2104228387928564,small,True
upload,250,40.0,202.232,-60.0,2.0578847424026707e-10,-0.23205660121868654,small,True
contact,348,40.0,379.0545977011494,-60.0,8.137447564558756e-15,-0.24037880363659148,small,True
poster,195,40.0,82.02564102564102,-60.0,2.7205731120936012e-12,-0.2889007495244389,small,True
pdf,676,40.0,226.57988165680473,-60.0,2.348891736399574e-33,-0.26770365230951465,small,True
reel,159,40.0,494.811320754717,-60.0,3.1858212443091404e-05,-0.19032505590660276,small,True
english,2226,39.5,345.65543575920935,-60.5,5.212448172411479e-78,-0.23094930511939205,small,True
buy,163,35.0,1654.1656441717791,-65.0,0.00014140983426743113,-0.171976899576192,small,True
minute,276,35.0,150.77173913043478,-65.0,1.1194454388874808e-15,-0.2784257624322066,small,True
scriptwriter,357,35.0,460.8207282913165,-65.0,3.801874900685906e-05,-0.12589759728160665,negligible,True
adobe,213,35.0,186.018779342723,-65.0,4.816144327563049e-11,-0.2600410690956303,small,True
photo,617,35.0,193.23176661264182,-65.0,1.357260885171311e-36,-0.2941209846177104,small,True
voiceover,286,32.5,147.46153846153845,-67.5,1.751046971674904e-17,-0.2904666066301371,small,True
flyer,211,30.0,66.4218009478673,-70.0,1.0243807438876923e-17,-0.3405109504099102,medium,True
image,931,30.0,128.29752953813104,-70.0,2.0993628996715386e-65,-0.32416547565485654,small,True
survey,159,30.0,338.3207547169811,-70.0,1.3561008111751521e-09,-0.27729405805389995,small,True
edit,843,30.0,110.37841043890866,-70.0,2.1050287321221705e-80,-0.37864491132100253,medium,True
change,280,30.0,144.00357142857143,-70.0,1.7739819973507493e-20,-0.3199775584042702,small,True
format,184,30.0,147.57608695652175,-70.0,1.3906681883895114e-13,-0.3146573499266513,small,True
check,171,30.0,166.43859649122808,-70.0,1.098932214705998e-09,-0.26889199880401804,small,True
vector,194,30.0,80.98969072164948,-70.0,1.9882834615936774e-21,-0.39380114059507276,medium,True
issue,305,30.0,88.57377049180327,-70.0,3.359531781182223e-26,-0.3500478759484862,medium,True
fixing,158,30.0,117.0,-70.0,2.2909020560900985e-10,-0.29101315450430787,small,True
fix,1038,30.0,99.22736030828517,-70.0,3.8519266449504275e-84,-0.34953065531018823,medium,True
native,1288,30.0,394.04891304347825,-70.0,1.1417332235954049e-51,-0.2444473886053118,small,True
file,691,30.0,165.69609261939218,-70.0,5.873573173814051e-44,-0.3059829039284485,small,True
bug,202,30.0,95.70297029702971,-70.0,3.0732388901952622e-18,-0.353584449705979,medium,True
background,245,30.0,405.66530612244895,-70.0,3.678635530529881e-14,-0.27920552519607067,small,True
error,220,30.0,110.73636363636363,-70.0,1.0739512208214471e-14,-0.3007667021173741,small,True
very,164,25.0,116.34146341463415,-75.0,2.333218274044298e-15,-0.3569094110754485,medium,True
photoshop,454,25.0,135.59691629955947,-75.0,4.1036817896433305e-47,-0.39089468623801793,medium,True
min,196,25.0,285.42857142857144,-75.0,1.7578310720711648e-14,-0.3160222700786274,small,True
test,408,25.0,145.3308823529412,-75.0,4.017513182235392e-32,-0.3373770563168177,medium,True
remove,262,20.0,157.01908396946564,-80.0,8.80903971008379e-40,-0.4707088588779307,large,True
banner,293,20.0,51.784982935153586,-80.0,2.3586027476087937e-43,-0.46561398358029704,medium,True
thumbnail,615,20.0,226.6341463414634,-80.0,1.3403196170181934e-64,-0.3956931322394851,medium,True
water,178,20.0,217.56179775280899,-80.0,1.5238455977787815e-21,-0.4122831577533216,medium,True
record,307,20.0,139.3257328990228,-80.0,2.2436188912615307e-28,-0.3640380276616474,medium,True
translate,349,20.0,181.35530085959886,-80.0,2.4993388566821764e-37,-0.3946438288009998,medium,True
american,255,20.0,183.04705882352943,-80.0,6.3767627252978205e-22,-0.34783808822013185,medium,True
recording,698,15.0,99.94555873925502,-85.0,3.078994337595798e-141,-0.5539549814124045,large,True
speakers,503,10.0,34.19681908548708,-90.0,8.62506916495708e-152,-0.6761958289025537,large,True
science,225,5.0,501.76,-95.0,1.0906844362210568e-44,-0.5396148617741614,large,True
quiz,186,5.0,82.83870967741936,-95.0,1.2696317393259895e-29,-0.4782035149519247,large,True
